Opportunity_ID;Customer Name;Customer_Segment;Sector;Country;Customer_Status;Annual_Speed;Length_Of_Sales_Cycle;Product_Name;Highest_Contract_Level;Compelling_Event;RFP;Sales_Engineer_Engaged;Services_Included;Customer_Meeting;License;Contacts;Opportunity_Value
FEU54230 PLC;Feuerwehr Tuning AG PLC;Enterprise;Healthcare;France;prior customer;Big;2 Years;Security;Manager Level;Yes;Yes;No;No;14;186;84;47000
WAL74658 PLC;Walther Maschinenbau GmbH PLC;Enterprise;Apparel;Germany;prior customer;Huge;2 Years;Portal;C-Level;Yes;No;Yes;Yes;15;277;31;62000
EIN39346 PLC;Einmalkunde PLC;SMB;Retail;China;prospect;Huge;6 Months;CRM;Manager Level;Yes;No;Yes;Yes;26;146;27;46000
PR 45083 PLC;PR Electronics France PLC;SMB;Consumer Product;Germany;prospect;Large;1 Year;CRM;Manager Level;No;No;Yes;Yes;23;106;132;58000
GLO27169 PLC;Global Industries PLC PLC;SMB;Healthcare;Russia;current customer;Huge;1 Year;Database;C-Level;Yes;Yes;No;No;32;450;152;139000
GLO90485 PLC;Global Technologies PLC PLC;SMB;Goods;China;prospect;Huge;1 Month;CRM;Individual Contributor Level;Yes;Yes;Yes;No;16;72;98;27000
THE44864 PLC;The Wine Consignee Inc. PLC;Enterprise;Retail;China;prior customer;Large;6 Months;Application Server;Manager Level;Yes;Yes;Yes;Yes;23;263;148;50000
BZ 54311 PLC;BZ Wines Inc. PLC;SMB;Goods;Japan;prospect;Big;18 Months;Application Server;Individual Contributor Level;No;No;No;No;26;94;148;31000
IDE34259 PLC;IDES US Inc. PLC;SMB;High tech;Germany;prospect;Large;1 Year;Portal;C-Level;No;Yes;Yes;No;6;146;48;43000
WAL10376 PLC;Wal-Mart PLC;Enterprise;Construction;North America;prior customer;Small;18 Months;CRM;Manager Level;No;Yes;Yes;Yes;25;297;154;70000
IDO49388 PLC;IDONWANAPAY  Stores PLC;SMB;Apparel;China;prospect;Small;1 Month;Identity Server;Individual Contributor Level;Yes;No;Yes;Yes;13;102;89;45000
SUP49950 PLC;Super-Mart PLC;Enterprise;Manufacturing;China;prior customer;Large;2 Years;Security;C-Level;Yes;Yes;No;Yes;24;185;84;75000
KRO59857 PLC;Krogertsens PLC;Enterprise;Healthcare;France;prospect;Large;1 Month;CRM;Individual Contributor Level;Yes;Yes;No;No;12;246;154;70000
MAM35276 PLC;Mamoun Darkazanli PLC;Enterprise;Retail;UK;prospect;Large;1 Year;Web Server;Manager Level;No;No;Yes;No;21;288;14;72000
SOF23977 PLC;Software Warehouse PLC;SMB;Apparel;North America;prior customer;Big;1 Year;Analytics;C-Level;Yes;No;Yes;No;29;47;133;38000
BUY51673 PLC;Buying Unlimited PLC;Enterprise;Apparel;Germany;prior customer;Small;2 Years;Security;Manager Level;No;No;No;Yes;11;79;75;26000
GOU48264 PLC;Gourmet Market PLC;Enterprise;Manufacturing;France;prior customer;Medium;1 Month;Identity Server;Manager Level;Yes;Yes;No;No;26;68;135;66000
EIN73776 PLC;Einmalkunde PLC;Enterprise;High tech;China;current customer;Huge;6 Months;Portal;Manager Level;Yes;No;No;Yes;27;232;117;65000
MUS86052 PLC;Muster Kunde PLC;SMB;Finserv;Japan;prospect;Small;6 Months;Application Server;Manager Level;Yes;Yes;No;Yes;27;131;62;35000
CLI35672 PLC;Cliente 2 PLC;Enterprise;Apparel;France;prior customer;Large;6 Months;Security;Individual Contributor Level;Yes;No;No;No;10;163;155;56000
HAV56710 PLC;Havers  Inc. PLC;SMB;Finserv;China;current customer;Big;18 Months;CRM;Manager Level;Yes;Yes;No;Yes;7;145;98;15000
REM24293 PLC;REMA Superstore PLC;SMB;Retail;Brazil;prospect;Big;6 Months;CRM;C-Level;Yes;No;No;Yes;29;67;83;48000
06M81472 PLC;06MegaStore PLC;SMB;Manufacturing;UK;prospect;Medium;1 Month;Identity Server;Individual Contributor Level;No;Yes;Yes;No;15;142;5;49000
CAR99693 PLC;Carmella Credit PLC;Fortune500;High tech;Russia;current customer;Large;1 Year;Portal;C-Level;No;No;Yes;Yes;42;166;80;191000
HAV94532 PLC;Havers Inc PLC;SMB;Manufacturing;France;prior customer;Small;6 Months;Security;C-Level;Yes;No;No;No;18;51;132;48000
CIL80061 PLC;Cilox HiTech PLC;Fortune500;Goods;Germany;current customer;Huge;1 Year;Security;C-Level;No;Yes;Yes;Yes;22;459;147;144000
COM44600 PLC;Computer Systems PLC;Enterprise;High tech;Japan;prior customer;Big;1 Month;ERP;C-Level;Yes;Yes;Yes;Yes;19;294;33;66000
DYN18684 PLC;Dynamic Industries PLC;SMB;Goods;Japan;current customer;Big;1 Month;Portal;Manager Level;No;No;Yes;Yes;9;47;147;32000
ANT33838 PLC;Antipolis PLC;Fortune500;Construction;China;current customer;Huge;1 Year;Analytics;C-Level;Yes;No;Yes;No;16;566;138;166000
PRA62822 PLC;Praxis Dr. M³ller PLC;Enterprise;Retail;Germany;prospect;Medium;6 Months;Security;Individual Contributor Level;Yes;Yes;Yes;Yes;20;70;147;34000
PRA26930 PLC;Praxis Dr. Ernst & Dr. Weissing PLC;SMB;Apparel;France;prospect;Small;1 Month;Portal;Individual Contributor Level;No;Yes;No;Yes;19;84;61;22000
PRA36962 PLC;Praxis Dr. Rot PLC;Enterprise;High tech;Germany;prior customer;Large;2 Years;Identity Server;Manager Level;No;No;Yes;Yes;13;196;27;67000
ERN35243 PLC;Ernst Brinkmann KG PLC;SMB;Construction;Russia;prospect;Large;18 Months;ERP;Manager Level;No;Yes;Yes;Yes;19;92;30;50000
BUI57273 PLC;Builders Depot PLC;Fortune500;Retail;Italy;current customer;Big;1 Year;Web Server;C-Level;No;No;No;Yes;35;252;96;113000
CLI80740 PLC;Clinton Industries PLC;Enterprise;Finserv;Russia;prior customer;Large;1 Month;Portal;Manager Level;Yes;Yes;No;Yes;10;66;146;64000
THO86419 PLC;Thornbury Enterprises PLC;SMB;Construction;Russia;prior customer;Large;6 Months;Application Server;Manager Level;No;No;Yes;No;11;57;46;34000
AME95845 PLC;American Security Company PLC;SMB;Consumer Product;Italy;prior customer;Big;6 Months;Database;C-Level;No;No;No;No;7;166;93;61000
CEN78383 PLC;Century Software.Com PLC;Enterprise;Construction;India;prior customer;Small;1 Year;CRM;Manager Level;Yes;No;Yes;Yes;10;279;89;36000
WEB33993 PLC;Web Design Studio PLC;SMB;Construction;Italy;prospect;Small;6 Months;ERP;Individual Contributor Level;Yes;No;Yes;Yes;9;69;97;32000
TIT76057 PLC;Titan Manufacturing PLC;SMB;Construction;Japan;prospect;Medium;6 Months;Analytics;C-Level;No;No;Yes;No;17;39;69;44000
HOL73683 PLC;Holden & Associates PLC;SMB;Finserv;France;current customer;Medium;1 Year;Web Server;C-Level;No;No;No;No;28;145;44;27000
MIL47935 PLC;Milton & Milton PLC;SMB;Retail;Italy;prospect;Big;18 Months;Portal;Individual Contributor Level;Yes;No;Yes;Yes;19;131;10;15000
SUN42863 PLC;Sunburst Inc PLC;Enterprise;Goods;UK;prospect;Huge;6 Months;Portal;Individual Contributor Level;Yes;No;Yes;Yes;9;115;74;38000
MAT55101 PLC;Matrax PLC;SMB;Finserv;UK;prospect;Large;1 Month;Identity Server;C-Level;No;No;No;No;21;105;115;27000
JMA90652 PLC;JMart PLC;Enterprise;Construction;Russia;prior customer;Big;6 Months;Application Server;Manager Level;No;Yes;No;Yes;15;295;144;56000
INN49259 PLC;Innovative Systems Inc. PLC;SMB;Healthcare;Germany;prior customer;Medium;1 Month;Database;Manager Level;No;No;No;No;12;122;112;25000
HAL35155 PLC;Hall Manufacturing PLC;SMB;Finserv;Brazil;prospect;Large;1 Month;CRM;Individual Contributor Level;No;Yes;Yes;Yes;26;90;6;33000
HEI69533 PLC;Heiner Schmidtmann PLC;Enterprise;Goods;UK;current customer;Small;6 Months;Portal;Individual Contributor Level;Yes;Yes;Yes;Yes;29;275;5;72000
REM16587 PLC;Rema Store 1010 PLC;Fortune500;Finserv;Italy;current customer;Large;1 Year;Application Server;C-Level;No;Yes;Yes;Yes;42;210;116;183000
JIM47860 PLC;Jim┤s Mart 1026 PLC;Enterprise;Retail;North America;prior customer;Huge;2 Years;Application Server;C-Level;Yes;No;No;No;25;219;153;59000
FRE92583 PLC;Fred Miller PLC;Fortune500;Finserv;Germany;current customer;Medium;1 Year;Analytics;C-Level;Yes;Yes;Yes;Yes;48;541;27;152000
VNE32158 PLC;vNet PLC;Enterprise;Construction;India;prior customer;Medium;1 Year;Application Server;Manager Level;No;Yes;No;No;13;236;53;48000
SEC14263 PLC;Second Source PLC;Enterprise;Apparel;India;current customer;Big;1 Month;Identity Server;Manager Level;Yes;No;Yes;No;26;252;38;71000
XNE88254 PLC;xNET PLC;Enterprise;Apparel;India;prior customer;Big;1 Year;Web Server;C-Level;Yes;No;Yes;No;28;254;102;75000
WOR62608 PLC;World PC Inc. PLC;Fortune500;Healthcare;Germany;current customer;Small;1 Year;Web Server;C-Level;No;Yes;No;No;15;286;42;165000
TOW23003 PLC;Townsend Company PLC;Fortune500;Healthcare;North America;current customer;Small;1 Year;Security;C-Level;Yes;No;No;No;28;510;75;184000
AVN93288 PLC;Avnet Electronics PLC;Enterprise;Retail;Italy;prior customer;Big;18 Months;Web Server;Manager Level;No;Yes;No;No;27;206;153;67000
BRA50140 PLC;Brazil Technologies PLC;Enterprise;Goods;Italy;prior customer;Big;1 Month;Web Server;Individual Contributor Level;No;No;Yes;No;11;162;46;38000
EC 68727 PLC;EC Enterprises PLC;SMB;Goods;UK;current customer;Big;6 Months;Application Server;Individual Contributor Level;Yes;No;Yes;Yes;28;30;16;12000
MIC37514 PLC;Microwell PLC;Enterprise;Construction;Japan;prior customer;Small;6 Months;Identity Server;Manager Level;No;No;No;No;10;88;89;63000
IND66247 PLC;Industrie Dynamique PLC;Enterprise;High tech;France;prior customer;Big;1 Year;Web Server;C-Level;Yes;Yes;Yes;No;16;73;52;38000
ABI86310 PLC;Abidon Corp PLC;Enterprise;Manufacturing;France;prior customer;Large;1 Year;Database;Manager Level;Yes;Yes;Yes;Yes;27;201;49;58000
TIM83144 PLC;Timco Corporation PLC;SMB;Retail;Germany;current customer;Large;2 Years;ERP;Individual Contributor Level;Yes;Yes;No;Yes;19;115;118;35000
RAW73445 PLC;Rawlings Group PLC;Enterprise;Apparel;North America;prior customer;Large;6 Months;Database;Manager Level;Yes;No;No;No;25;271;47;51000
LAN42705 PLC;Landstar Corp PLC;SMB;Manufacturing;France;current customer;Small;1 Month;CRM;Manager Level;Yes;No;Yes;No;26;73;25;16000
LOU43679 PLC;Lou Windham PLC;Fortune500;High tech;Italy;current customer;Big;1 Year;Analytics;C-Level;Yes;Yes;No;Yes;30;338;64;117000
TOM87582 PLC;Tom Little PLC;Fortune500;Consumer Product;Germany;current customer;Big;1 Year;Security;C-Level;No;Yes;No;No;18;220;62;147000
LOR47352 PLC;LORI WINTER PLC;SMB;Goods;India;prospect;Large;1 Month;Database;C-Level;Yes;No;Yes;Yes;19;90;119;30000
MAR39156 PLC;MARIE WITENBURG PLC;Fortune500;Retail;Germany;current customer;Huge;1 Year;ERP;C-Level;No;No;Yes;No;32;259;39;174000
MAR16491 PLC;MARIE ZDROK PLC;SMB;Consumer Product;India;prior customer;Huge;6 Months;Portal;Individual Contributor Level;No;No;Yes;Yes;21;99;61;44000
LOR65382 PLC;LORI ZINNY PLC;Fortune500;Manufacturing;India;current customer;Small;1 Year;Application Server;C-Level;No;No;No;No;29;189;47;162000
JAN25161 PLC;JANET ZUSSIN PLC;Enterprise;Goods;UK;prior customer;Medium;6 Months;Application Server;C-Level;No;No;Yes;No;18;86;118;39000
JAN97825 PLC;JANE SANCHEZ PLC;SMB;Apparel;China;current customer;Small;6 Months;Application Server;Individual Contributor Level;Yes;Yes;No;Yes;29;102;49;26000
P. 78772 PLC;P. Baker PLC;Enterprise;Construction;Germany;current customer;Large;1 Year;Identity Server;C-Level;Yes;No;Yes;Yes;14;146;31;37000
ALA81563 PLC;ALAN FAITH PLC;Enterprise;Healthcare;India;prior customer;Large;1 Year;ERP;Individual Contributor Level;No;Yes;No;No;16;82;85;62000
JIM33884 PLC;JIM FARAIZL PLC;Enterprise;Construction;Russia;prospect;Huge;1 Month;Security;C-Level;No;No;No;No;8;168;96;70000
ALA80845 PLC;ALAN FARRAR PLC;SMB;Apparel;France;prospect;Big;1 Month;Database;C-Level;No;No;Yes;No;6;86;104;26000
JAM31725 PLC;JAMES FERENCY PLC;SMB;Finserv;Germany;prospect;Large;1 Month;Web Server;Individual Contributor Level;Yes;Yes;No;Yes;31;133;140;21000
BIL68047 PLC;BILL FERNANCE PLC;SMB;Apparel;India;current customer;Big;2 Years;Database;Manager Level;No;Yes;No;Yes;23;31;119;23000
BIL99949 PLC;BILL FERRARA PLC;Fortune500;Goods;France;prospect;Large;1 Year;Analytics;Manager Level;No;No;No;Yes;9;138;75;72000
ALA35970 PLC;ALAN FINER PLC;SMB;Goods;North America;prior customer;Medium;1 Year;Web Server;Manager Level;Yes;No;No;Yes;24;136;36;44000
JAM23901 PLC;JAMES GRUPER PLC;Fortune500;Finserv;Russia;current customer;Big;1 Year;Identity Server;C-Level;No;Yes;Yes;Yes;25;205;167;125000
ALA15438 PLC;ALAN GUETTEL PLC;Fortune500;Retail;Russia;current customer;Medium;1 Year;CRM;C-Level;No;No;No;Yes;43;283;154;151000
BEN57793 PLC;BEN GUIER PLC;Enterprise;Construction;France;prior customer;Medium;1 Year;CRM;Manager Level;Yes;Yes;No;No;5;250;103;56000
ALA74283 PLC;ALAN GWARA PLC;SMB;Construction;India;current customer;Medium;1 Year;Portal;C-Level;No;Yes;Yes;Yes;44;212;184;136000
SAN33050 PLC;Sandra 00Turner PLC;Fortune500;Construction;North America;current customer;Huge;1 Year;Identity Server;C-Level;No;Yes;Yes;Yes;32;331;181;168000
MAR14558 PLC;Mark Miller PLC;SMB;Finserv;Russia;prospect;Small;6 Months;Security;C-Level;No;No;No;No;28;16;11;13000
PET31791 PLC;Peter Hoffman PLC;Enterprise;Retail;UK;current customer;Medium;1 Year;Security;Individual Contributor Level;Yes;Yes;No;No;6;140;92;34000
SCO59596 PLC;Scott Parker PLC;SMB;Apparel;Japan;prospect;Small;1 Year;Identity Server;Manager Level;Yes;Yes;No;Yes;30;38;37;29000
TAN41573 PLC;Tandra PLC;SMB;Goods;India;current customer;Big;1 Month;ERP;Manager Level;No;No;No;No;2;95;112;14000
PAS73569 PLC;Pascal Roberts PLC;SMB;High tech;Japan;prior customer;Large;1 Year;CRM;C-Level;Yes;Yes;No;Yes;31;134;21;45000
KIM75874 PLC;Kim Possible Inc. - East PLC;Fortune500;Construction;Germany;current customer;Huge;1 Year;Portal;C-Level;No;No;No;Yes;29;550;24;178000
EMM46216 LTD;Emma Bull LTD;SMB;Goods;Italy;prior customer;Huge;1 Year;Database;Manager Level;No;Yes;No;No;17;89;77;35000
JOH71525 LTD;John Evans LTD;Fortune500;Retail;Japan;current customer;Small;1 Year;Analytics;C-Level;Yes;No;No;Yes;16;493;35;134000
ROG41154 LTD;Roger Zahn LTD;Enterprise;Construction;China;prior customer;Large;18 Months;Application Server;Manager Level;Yes;Yes;No;No;8;231;126;69000
CHE41806 LTD;Chelsa Quinn Yates LTD;Fortune500;High tech;Italy;current customer;Huge;1 Year;Identity Server;C-Level;Yes;No;Yes;Yes;25;218;74;145000
ROB89549 LTD;Robert Jensen LTD;Enterprise;Goods;Brazil;prior customer;Medium;6 Months;Web Server;Manager Level;Yes;Yes;No;No;7;290;96;68000
CHA61121 LTD;Charles Scott LTD;Fortune500;High tech;France;prior customer;Huge;1 Year;Database;C-Level;Yes;Yes;Yes;Yes;10;116;115;47000
JOE38401 LTD;Joe Masson LTD;Fortune500;Retail;Brazil;current customer;Large;1 Year;Database;C-Level;Yes;No;No;Yes;33;443;73;152000
TRA11884 LTD;Tracy Collins LTD;Enterprise;Consumer Product;Italy;current customer;Huge;1 Year;Portal;Manager Level;No;No;Yes;No;20;124;21;42000
ALE44563 LTD;Alex Lynch LTD;Enterprise;Finserv;Brazil;prior customer;Small;2 Years;CRM;C-Level;No;Yes;No;No;18;294;42;58000
STE74436 LTD;Steve Martin LTD;Fortune500;High tech;India;current customer;Huge;6 Months;Web Server;Manager Level;Yes;Yes;Yes;Yes;15;195;146;46000
ALB40963 LTD;Albert Brooks LTD;Enterprise;Goods;France;prior customer;Big;6 Months;ERP;Manager Level;Yes;Yes;No;No;28;210;63;51000
EDW67690 LTD;Edward Burns LTD;SMB;Goods;UK;prospect;Medium;18 Months;Security;Manager Level;Yes;No;No;No;7;52;21;22000
PET37989 LTD;Peter King LTD;Enterprise;Manufacturing;North America;prior customer;Medium;6 Months;Application Server;Manager Level;No;No;Yes;Yes;27;228;79;43000
DOU32662 LTD;Douglas Barker LTD;SMB;Finserv;Germany;prospect;Large;2 Years;Security;Manager Level;Yes;Yes;No;Yes;29;33;27;14000
JAN87258 LTD;Janett Adams LTD;Enterprise;Healthcare;Italy;current customer;Big;1 Month;Portal;C-Level;Yes;Yes;Yes;Yes;27;273;6;43000
DAV23022 LTD;David Lynch LTD;SMB;Retail;China;prospect;Big;1 Month;Portal;Individual Contributor Level;Yes;Yes;Yes;No;22;44;46;45000
RON87519 LTD;Ronald Bey LTD;Enterprise;Goods;France;prior customer;Huge;2 Years;ERP;Manager Level;No;No;No;Yes;12;197;53;58000
BEC78047 LTD;Becker Berlin LTD;Fortune500;Manufacturing;Japan;current customer;Medium;1 Year;Analytics;C-Level;Yes;Yes;Yes;No;25;233;194;144000
LAM92601 LTD;Lampen-Markt GmbH LTD;Fortune500;Construction;UK;current customer;Huge;1 Year;Analytics;C-Level;Yes;Yes;No;No;22;336;94;119000
OME76160 LTD;Omega Soft-Hardware Markt LTD;Enterprise;Construction;Italy;prior customer;Large;2 Years;Security;C-Level;Yes;Yes;Yes;Yes;12;263;8;53000
INS89167 LTD;Institut fuer Umweltforschung LTD;SMB;Retail;North America;prior customer;Big;1 Year;Portal;Manager Level;No;Yes;Yes;Yes;6;149;125;42000
KAR18649 LTD;Karsson High Tech Markt LTD;Enterprise;Retail;UK;prospect;Large;2 Years;Web Server;Manager Level;No;No;No;Yes;5;148;147;72000
ERL81507 LTD;ERL Freiburg LTD;Fortune500;High tech;Brazil;prior customer;Huge;18 Months;Identity Server;C-Level;Yes;Yes;Yes;Yes;29;227;12;40000
PHU16595 LTD;Phundix KG LTD;SMB;Finserv;Germany;prospect;Small;18 Months;Portal;C-Level;No;Yes;No;Yes;8;116;143;24000
HIT25987 LTD;Hitech AG LTD;SMB;Construction;Russia;prospect;Medium;1 Month;Analytics;Individual Contributor Level;Yes;No;Yes;No;15;65;6;20000
CBD93458 LTD;CBD Computer Based Design LTD;Enterprise;Goods;China;prior customer;Large;1 Year;Database;Individual Contributor Level;Yes;No;Yes;Yes;11;95;78;53000
MOT83540 LTD;Motomarkt Stuttgart GmbH LTD;SMB;Construction;Japan;prospect;Huge;6 Months;ERP;Manager Level;No;Yes;Yes;Yes;7;45;144;38000
ELE50895 LTD;Elektromarkt Bamby LTD;Fortune500;Retail;Russia;current customer;Huge;1 Year;Security;C-Level;Yes;No;Yes;No;31;217;134;171000
COM99178 LTD;Computer Competence Center LTD;SMB;Goods;Italy;prospect;Large;1 Month;ERP;Individual Contributor Level;Yes;No;Yes;Yes;27;20;70;48000
MIN78420 LTD;Minerva Energieversorgung GmbH LTD;Enterprise;Goods;Germany;prior customer;Huge;6 Months;Application Server;C-Level;Yes;No;No;No;9;181;6;42000
CHR15790 LTD;Christal Clear LTD;Fortune500;Apparel;China;current customer;Big;1 Year;Analytics;C-Level;No;Yes;No;Yes;42;485;115;158000
BEC50174 LTD;Becker Koeln LTD;Fortune500;Manufacturing;France;current customer;Large;1 Year;Identity Server;C-Level;Yes;Yes;Yes;Yes;46;399;130;174000
BEC78399 LTD;Becker Stuttgart LTD;Enterprise;Retail;Brazil;prospect;Big;1 Month;Security;Manager Level;No;No;Yes;No;19;265;85;58000
NSM43514 LTD;NSM Pumpentechnik AG LTD;Fortune500;Construction;Russia;prospect;Medium;18 Months;Identity Server;Individual Contributor Level;No;Yes;No;Yes;22;24;46;31000
AMA83556 LTD;Amadeus LTD;Fortune500;High tech;UK;prospect;Large;1 Year;Analytics;Individual Contributor Level;No;No;Yes;No;6;73;43;20000
TEC46792 LTD;Technik und Systeme GmbH LTD;Enterprise;Manufacturing;Brazil;prior customer;Small;6 Months;Identity Server;C-Level;No;No;Yes;Yes;26;217;53;70000
A.I99481 LTD;A.I.T. GmbH LTD;Fortune500;Goods;France;prior customer;Small;1 Year;ERP;Manager Level;No;Yes;Yes;No;20;126;99;38000
PIL94629 LTD;PILAR am Neckar LTD;SMB;Goods;India;prior customer;Small;1 Month;Portal;C-Level;No;No;No;No;24;57;49;37000
SOC86595 LTD;Societe Chimique Picardie SA LTD;Fortune500;Consumer Product;India;current customer;Small;1 Year;Identity Server;C-Level;No;Yes;No;Yes;35;594;63;130000
GEN27004 LTD;General Distributors Inc LTD;Enterprise;Goods;France;prior customer;Large;18 Months;Identity Server;C-Level;Yes;No;Yes;Yes;19;243;40;55000
GEN30300 LTD;General Distributors Inc. LTD;Fortune500;Retail;Germany;current customer;Big;1 Year;Database;C-Level;Yes;Yes;No;Yes;17;431;51;165000
C.A67759 LTD;C.A.S. Computer Application Systems LTD;Enterprise;Goods;China;prior customer;Medium;1 Year;Portal;Manager Level;Yes;Yes;No;Yes;22;87;110;37000
AIR85341 LTD;Aircraft Products LTD;Enterprise;Finserv;Russia;current customer;Big;6 Months;Web Server;Manager Level;Yes;No;Yes;Yes;21;189;112;60000
DEU62404 LTD;Deutsche Computer AG LTD;SMB;Manufacturing;Germany;prospect;Huge;2 Years;Database;Individual Contributor Level;Yes;No;Yes;Yes;7;122;69;15000
TAL39700 LTD;TALPA GmbH LTD;Fortune500;Finserv;India;current customer;Large;1 Year;Database;C-Level;Yes;No;Yes;No;35;434;166;125000
COM82931 LTD;CompSmart Inc. LTD;Enterprise;Goods;North America;prior customer;Huge;6 Months;CRM;Manager Level;Yes;No;Yes;No;16;292;120;67000
J &12200 LTD;J & P LTD;Enterprise;Retail;Italy;prior customer;Small;1 Month;CRM;C-Level;Yes;Yes;Yes;No;11;299;94;43000
MOT64534 LTD;Motor Sports LTD;Enterprise;Manufacturing;North America;prospect;Huge;1 Month;Analytics;C-Level;Yes;Yes;Yes;No;16;95;6;41000
CAR55114 LTD;Caribbean Computer Supply Corp LTD;Fortune500;Finserv;China;prior customer;Small;6 Months;Application Server;Manager Level;No;Yes;No;No;8;169;72;45000
MAN33365 LTD;Mansur Computers. Inc. LTD;SMB;Healthcare;China;prospect;Big;18 Months;Web Server;Manager Level;No;Yes;No;Yes;16;30;47;17000
SAP49963 LTD;SAPSOTA AG LTD;Fortune500;Retail;Brazil;current customer;Medium;1 Year;Identity Server;C-Level;No;No;Yes;No;48;402;30;143000
SUD53027 LTD;SudaTech GmbH LTD;Enterprise;Retail;Japan;prior customer;Small;6 Months;Application Server;Manager Level;Yes;No;No;No;12;255;5;62000
ETE98622 LTD;Etelko Textilien LTD;Enterprise;Healthcare;Russia;current customer;Big;18 Months;Identity Server;Manager Level;No;Yes;Yes;No;18;179;133;44000
SOF61376 LTD;Software Systeme GmbH LTD;Fortune500;Construction;Russia;current customer;Medium;1 Year;ERP;C-Level;Yes;No;No;Yes;16;447;70;129000
